lang,cid,sid,topic,metric_description,metric_code,page,file_stem,sasb_category,sasb_unit_of_measure,sasb_key_terms,sasb_what_counts,pred_label,category_match,unit_match
french,rapport-esg-gam,FN-AC-410a.2,"Incorporation of Environmental, Social, and Governance Factors in Investment Management & Advisory","Description of approach to incorporation of environmental, social and governance (ESG) factors in investment or wealth management processes and strategies",FN-AC-410a.2,29,rapport-esg-gam_029,Discussion and Analysis,n/a,ESG integration|investment process|ESG factors|materiality|ESG research|sustainable finance|responsible investment|UNPRI,"Qualitative description of: ESG integration methodology across investment processes, ESG data sources used, materiality assessment, engagement with investees on ESG, exclusion policies, alignment with frameworks (UNPRI, TCFD, SFDR), and governance of ESG integration.",,,
french,rapport-esg-gam,FN-AC-410a.2,"Incorporation of Environmental, Social, and Governance Factors in Investment Management & Advisory","Description of approach to incorporation of environmental, social and governance (ESG) factors in investment or wealth management processes and strategies",FN-AC-410a.2,30,rapport-esg-gam_030,Discussion and Analysis,n/a,ESG integration|investment process|ESG factors|materiality|ESG research|sustainable finance|responsible investment|UNPRI,"Qualitative description of: ESG integration methodology across investment processes, ESG data sources used, materiality assessment, engagement with investees on ESG, exclusion policies, alignment with frameworks (UNPRI, TCFD, SFDR), and governance of ESG integration.",,,
french,rapport-esg-gam,FN-AC-410a.2,"Incorporation of Environmental, Social, and Governance Factors in Investment Management & Advisory","Description of approach to incorporation of environmental, social and governance (ESG) factors in investment or wealth management processes and strategies",FN-AC-410a.2,31,rapport-esg-gam_031,Discussion and Analysis,n/a,ESG integration|investment process|ESG factors|materiality|ESG research|sustainable finance|responsible investment|UNPRI,"Qualitative description of: ESG integration methodology across investment processes, ESG data sources used, materiality assessment, engagement with investees on ESG, exclusion policies, alignment with frameworks (UNPRI, TCFD, SFDR), and governance of ESG integration.",,,
french,rapport-esg-gam,FN-AC-410a.2,"Incorporation of Environmental, Social, and Governance Factors in Investment Management & Advisory","Description of approach to incorporation of environmental, social and governance (ESG) factors in investment or wealth management processes and strategies",FN-AC-410a.2,33,rapport-esg-gam_033,Discussion and Analysis,n/a,ESG integration|investment process|ESG factors|materiality|ESG research|sustainable finance|responsible investment|UNPRI,"Qualitative description of: ESG integration methodology across investment processes, ESG data sources used, materiality assessment, engagement with investees on ESG, exclusion policies, alignment with frameworks (UNPRI, TCFD, SFDR), and governance of ESG integration.",,,
french,rapport-esg-gam,FN-AC-410b.1,Financed Emissions,"Absolute gross financed emissions, disaggregated by (1) Scope 1, (2) Scope 2 and (3) Scope 3",FN-AC-410b.1,36,rapport-esg-gam_036,Quantitative,Metric tons (t) CO2-e,financed emissions|Scope 1|Scope 2|Scope 3|portfolio emissions|PCAF|carbon footprint|climate alignment|net zero,"Absolute financed GHG emissions in metric tons CO2-equivalent, disaggregated by Scope 1, Scope 2, and Scope 3, and by asset class (listed equity, corporate bonds, real estate, project finance, etc.). Calculated using PCAF methodology or equivalent.",,,
french,rapport-esg-gam,FN-AC-410b.3,Financed Emissions,Percentage of total assets under management (AUM) included in the financed emissions calculation,FN-AC-410b.3,36,rapport-esg-gam_036,Quantitative,Percentage (%),AUM coverage|financed emissions coverage|asset class|PCAF|data availability|portfolio coverage,"Percentage of total AUM included in financed emissions calculation, disaggregated by asset class. Reflects data coverage and quality. Where coverage is incomplete, explain data gaps and approach for excluded assets.",,,
french,rapport-esg-gam,FN-AC-410b.3,Financed Emissions,Percentage of total assets under management (AUM) included in the financed emissions calculation,FN-AC-410b.3,36,rapport-esg-gam_036,Quantitative,Percentage (%),AUM coverage|financed emissions coverage|asset class|PCAF|data availability|portfolio coverage,"Percentage of total AUM included in financed emissions calculation, disaggregated by asset class. Reflects data coverage and quality. Where coverage is incomplete, explain data gaps and approach for excluded assets.",,,
french,rapport-esg-gam,FN-AC-410a.1,"Incorporation of Environmental, Social, and Governance Factors in Investment Management & Advisory","Amount of assets under management, by asset class, that employ (1) integration of environmental, social, and governance (ESG) issues, (2) sustainability themed investing and (3) screening",FN-AC-410a.1,41,rapport-esg-gam_041,Quantitative,Presentation currency|Percentage (%),ESG integration|AUM|assets under management|sustainable investing|ESG screening|negative screening|positive screening|thematic investing|SRI,"AUM (in presentation currency) by asset class employing each ESG approach: (1) ESG integration (systematic incorporation of ESG factors in analysis); (2) sustainability themed (explicitly targeting ESG outcomes); (3) screening (positive or negative exclusion). Report by asset class (equity, fixed income, alternatives, etc.).",,,
french,rapport-esg-gam,FN-AC-410a.2,"Incorporation of Environmental, Social, and Governance Factors in Investment Management & Advisory","Description of approach to incorporation of environmental, social and governance (ESG) factors in investment or wealth management processes and strategies",FN-AC-410a.2,42,rapport-esg-gam_042,Discussion and Analysis,n/a,ESG integration|investment process|ESG factors|materiality|ESG research|sustainable finance|responsible investment|UNPRI,"Qualitative description of: ESG integration methodology across investment processes, ESG data sources used, materiality assessment, engagement with investees on ESG, exclusion policies, alignment with frameworks (UNPRI, TCFD, SFDR), and governance of ESG integration.",,,
french,rapport-esg-gam,FN-AC-410a.3,"Incorporation of Environmental, Social, and Governance Factors in Investment Management & Advisory","Description of approach to incorporation of environmental, social and governance (ESG) factors in investment or wealth management processes and strategies",FN-AC-410a.3,43,rapport-esg-gam_043,Discussion and Analysis,n/a,proxy voting|shareholder engagement|stewardship|investee engagement|voting policy|AGM|ESG engagement|active ownership|stewardship code,"Qualitative description of: proxy voting policy (key principles, ESG-related voting priorities), investee engagement approach (direct engagement, collaborative engagement), escalation procedures, and reporting on voting and engagement activities. Includes alignment with stewardship codes.",,,
french,rapport-esg-gam,FN-AC-410a.1,"Incorporation of Environmental, Social, and Governance Factors in Investment Management & Advisory","Amount of assets under management, by asset class, that employ (1) integration of environmental, social, and governance (ESG) issues, (2) sustainability themed investing and (3) screening",FN-AC-410a.1,7,rapport-esg-gam_007,Quantitative,Presentation currency|Percentage (%),ESG integration|AUM|assets under management|sustainable investing|ESG screening|negative screening|positive screening|thematic investing|SRI,"AUM (in presentation currency) by asset class employing each ESG approach: (1) ESG integration (systematic incorporation of ESG factors in analysis); (2) sustainability themed (explicitly targeting ESG outcomes); (3) screening (positive or negative exclusion). Report by asset class (equity, fixed income, alternatives, etc.).",,,
french,rapport-esg-gam,FN-AC-410a.2,"Incorporation of Environmental, Social, and Governance Factors in Investment Management & Advisory","Description of approach to incorporation of environmental, social and governance (ESG) factors in investment or wealth management processes and strategies",FN-AC-410a.2,13,rapport-esg-gam_013,Discussion and Analysis,n/a,ESG integration|investment process|ESG factors|materiality|ESG research|sustainable finance|responsible investment|UNPRI,"Qualitative description of: ESG integration methodology across investment processes, ESG data sources used, materiality assessment, engagement with investees on ESG, exclusion policies, alignment with frameworks (UNPRI, TCFD, SFDR), and governance of ESG integration.",,,
french,rapport-esg-gam,FN-AC-410a.2,"Incorporation of Environmental, Social, and Governance Factors in Investment Management & Advisory","Description of approach to incorporation of environmental, social and governance (ESG) factors in investment or wealth management processes and strategies",FN-AC-410a.2,23,rapport-esg-gam_023,Discussion and Analysis,n/a,ESG integration|investment process|ESG factors|materiality|ESG research|sustainable finance|responsible investment|UNPRI,"Qualitative description of: ESG integration methodology across investment processes, ESG data sources used, materiality assessment, engagement with investees on ESG, exclusion policies, alignment with frameworks (UNPRI, TCFD, SFDR), and governance of ESG integration.",,,
